folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,601.587,20120927015214843@DVR-1_Ch2.mpg,600.54,20120927015215906@DVR-1_Ch3.mpg,599.477,20120927020215383,F,27/09/2012,02:02:15,Field Joint,170.111,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,631.391,20120927015214843@DVR-1_Ch2.mpg,630.344,20120927015215906@DVR-1_Ch3.mpg,629.281,20120927020245187,F,27/09/2012,02:02:45,Field Joint,170.1,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,668.828,20120927015214843@DVR-1_Ch2.mpg,667.781,20120927015215906@DVR-1_Ch3.mpg,666.718,20120927020322624,F,27/09/2012,02:03:22,Field Joint Damage,170.08700000000002,FJD,-,-,Field joint intact. Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1450.298,20120927015214843@DVR-1_Ch2.mpg,1449.251,20120927015215906@DVR-1_Ch3.mpg,1448.188,20120927021624094,F,27/09/2012,02:16:24,Anode,170.065,AN,-,-,Anode in Good condition,Bracelet,Active,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1519.14,20120927015214843@DVR-1_Ch2.mpg,1518.093,20120927015215906@DVR-1_Ch3.mpg,1517.03,20120927021732936,F,27/09/2012,02:17:32,CP Stab,170.065,CP,-,-,CP stab -1037mv,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Anode,-1037,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1584.001,20120927015214843@DVR-1_Ch2.mpg,1582.954,20120927015215906@DVR-1_Ch3.mpg,1581.891,20120927021837797,F,27/09/2012,02:18:37,Field Joint,170.06099999999998,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1618.328,20120927015214843@DVR-1_Ch2.mpg,1617.281,20120927015215906@DVR-1_Ch3.mpg,1616.218,20120927021912124,F,27/09/2012,02:19:12,Field Joint,170.05,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1653.75,20120927015214843@DVR-1_Ch2.mpg,1652.703,20120927015215906@DVR-1_Ch3.mpg,1651.64,20120927021947546,F,27/09/2012,02:19:47,Field Joint,170.037,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1688.22,20120927015214843@DVR-1_Ch2.mpg,1687.173,20120927015215906@DVR-1_Ch3.mpg,1686.11,20120927022022016,F,27/09/2012,02:20:22,Field Joint,170.025,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1724.431,20120927015214843@DVR-1_Ch2.mpg,1723.384,20120927015215906@DVR-1_Ch3.mpg,1722.321,20120927022058227,F,27/09/2012,02:20:58,Field Joint,170.013,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1762.609,20120927015214843@DVR-1_Ch2.mpg,1761.562,20120927015215906@DVR-1_Ch3.mpg,1760.499,20120927022136405,F,27/09/2012,02:21:36,Field Joint,170.0,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927015213796,20120927015213796@DVR-1_Ch1.mpg,1795.735,20120927015214843@DVR-1_Ch2.mpg,1794.688,20120927015215906@DVR-1_Ch3.mpg,1793.625,20120927022209531,F,27/09/2012,02:22:09,Field Joint,169.988,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,2.816,20120927171206656@DVR-1_Ch2.mpg,2.019,20120927171207265@DVR-1_Ch3.mpg,1.41,20120927171208675,F,27/09/2012,17:12:08.675,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,7.376,20120927171206656@DVR-1_Ch2.mpg,6.579,20120927171207265@DVR-1_Ch3.mpg,5.97,20120927171213235,F,27/09/2012,17:12:13,Field Joint,159.656,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,11.336,20120927171206656@DVR-1_Ch2.mpg,10.539,20120927171207265@DVR-1_Ch3.mpg,9.93,20120927171217195,F,27/09/2012,17:12:17.195,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,29.199,20120927171206656@DVR-1_Ch2.mpg,28.402,20120927171207265@DVR-1_Ch3.mpg,27.793,20120927171235058,F,27/09/2012,17:12:35.058,Anode.Start,,ANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,30.759,20120927171206656@DVR-1_Ch2.mpg,29.962,20120927171207265@DVR-1_Ch3.mpg,29.353,20120927171236618,F,27/09/2012,17:12:36,Anode,159.651,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,Light,Not Recorded,Intact,Not Recorded,Partial,Partial,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,34.159,20120927171206656@DVR-1_Ch2.mpg,33.362,20120927171207265@DVR-1_Ch3.mpg,32.753,20120927171240018,F,27/09/2012,17:12:40.018,Anode.End,,ANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,51.9,20120927171206656@DVR-1_Ch2.mpg,51.103,20120927171207265@DVR-1_Ch3.mpg,50.494,20120927171257759,F,27/09/2012,17:12:57.759,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,55.5,20120927171206656@DVR-1_Ch2.mpg,54.703,20120927171207265@DVR-1_Ch3.mpg,54.094,20120927171301359,F,27/09/2012,17:13:01,Field Joint,159.644,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,61.178,20120927171206656@DVR-1_Ch2.mpg,60.381,20120927171207265@DVR-1_Ch3.mpg,59.772,20120927171307037,F,27/09/2012,17:13:07.037,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,106.412,20120927171206656@DVR-1_Ch2.mpg,105.615,20120927171207265@DVR-1_Ch3.mpg,105.006,20120927171352271,F,27/09/2012,17:13:52.271,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,108.812,20120927171206656@DVR-1_Ch2.mpg,108.015,20120927171207265@DVR-1_Ch3.mpg,107.406,20120927171354671,F,27/09/2012,17:13:54,Field Joint,159.632,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,113.172,20120927171206656@DVR-1_Ch2.mpg,112.375,20120927171207265@DVR-1_Ch3.mpg,111.766,20120927171359031,F,27/09/2012,17:13:59.031,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,151.459,20120927171206656@DVR-1_Ch2.mpg,150.662,20120927171207265@DVR-1_Ch3.mpg,150.053,20120927171437318,F,27/09/2012,17:14:37.318,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,151.859,20120927171206656@DVR-1_Ch2.mpg,151.062,20120927171207265@DVR-1_Ch3.mpg,150.453,20120927171437718,F,27/09/2012,17:14:37,Field Joint,159.621,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,158.579,20120927171206656@DVR-1_Ch2.mpg,157.782,20120927171207265@DVR-1_Ch3.mpg,157.173,20120927171444438,F,27/09/2012,17:14:44.438,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,254.738,20120927171206656@DVR-1_Ch2.mpg,253.941,20120927171207265@DVR-1_Ch3.mpg,253.332,20120927171620597,F,27/09/2012,17:16:20.597,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,256.578,20120927171206656@DVR-1_Ch2.mpg,255.781,20120927171207265@DVR-1_Ch3.mpg,255.172,20120927171622437,F,27/09/2012,17:16:22,Field Joint,159.595,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,261.658,20120927171206656@DVR-1_Ch2.mpg,260.861,20120927171207265@DVR-1_Ch3.mpg,260.252,20120927171627517,F,27/09/2012,17:16:27.517,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,306.352,20120927171206656@DVR-1_Ch2.mpg,305.555,20120927171207265@DVR-1_Ch3.mpg,304.946,20120927171712211,F,27/09/2012,17:17:12.211,Field Joint.Start,-,FJS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,312.311,20120927171206656@DVR-1_Ch2.mpg,311.514,20120927171207265@DVR-1_Ch3.mpg,310.905,20120927171718170,F,27/09/2012,17:17:18.170,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,313.032,20120927171206656@DVR-1_Ch2.mpg,312.235,20120927171207265@DVR-1_Ch3.mpg,311.626,20120927171718891,F,27/09/2012,17:17:18,Field Joint,159.581,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20120927171205859,20120927171205859@DVR-1_Ch1.mpg,330.021,20120927171206656@DVR-1_Ch2.mpg,329.224,20120927171207265@DVR-1_Ch3.mpg,328.615,20120927171735880,F,27/09/2012,17:17:35.880,Anode.Start,,ANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
