folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,756.137,20120923052200469@DVR-1_Ch2.mpg,755.59,20120923052159672@DVR-1_Ch3.mpg,756.387,20120923053436059,F,23/09/2012,05:34:36,Exposure End,126.089,EXE,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,820.638,20120923052200469@DVR-1_Ch2.mpg,820.091,20120923052159672@DVR-1_Ch3.mpg,820.888,20120923053540560,F,23/09/2012,05:35:40,Exposure Start,126.109,EXS,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,822.836,20120923052200469@DVR-1_Ch2.mpg,822.289,20120923052159672@DVR-1_Ch3.mpg,823.086,20120923053542758,F,23/09/2012,05:35:42,Field Joint,126.10799999999999,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,882.889,20120923052200469@DVR-1_Ch2.mpg,882.342,20120923052159672@DVR-1_Ch3.mpg,883.139,20120923053642811,F,23/09/2012,05:36:42,Exposure End,126.12899999999999,EXE,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,918.89,20120923052200469@DVR-1_Ch2.mpg,918.343,20120923052159672@DVR-1_Ch3.mpg,919.14,20120923053718812,F,23/09/2012,05:37:18,Exposure Start,126.139,EXS,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,936.89,20120923052200469@DVR-1_Ch2.mpg,936.343,20120923052159672@DVR-1_Ch3.mpg,937.14,20120923053736812,F,23/09/2012,05:37:36,Exposure End,126.145,EXE,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,958.391,20120923052200469@DVR-1_Ch2.mpg,957.844,20120923052159672@DVR-1_Ch3.mpg,958.641,20120923053758313,F,23/09/2012,05:37:58,Exposure Start,126.15100000000001,EXS,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923052159672,20120923052159922@DVR-1_Ch1.mpg,1002.392,20120923052200469@DVR-1_Ch2.mpg,1001.845,20120923052159672@DVR-1_Ch3.mpg,1002.642,20120923053842314,F,23/09/2012,05:38:42,Exposure End,126.165,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,741.991,20120923042009235@DVR-1_Ch2.mpg,741.194,20120923042008438@DVR-1_Ch3.mpg,741.991,20120923043230429,F,23/09/2012,04:32:30,Rock Dump End,125.316,RKE,-,-,End of Rock Dump,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,746.272,20120923042009235@DVR-1_Ch2.mpg,745.475,20120923042008438@DVR-1_Ch3.mpg,746.272,20120923043234710,F,23/09/2012,04:32:34,Exposure Start,125.318,EXS,IC2 -KP125.323DCC,-,Start of Pipeline Exposure,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,790.07,20120923042009235@DVR-1_Ch2.mpg,789.273,20120923042008438@DVR-1_Ch3.mpg,790.07,20120923043318508,F,23/09/2012,04:33:18,Field Joint,125.33200000000001,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,832.309,20120923042009235@DVR-1_Ch2.mpg,831.512,20120923042008438@DVR-1_Ch3.mpg,832.309,20120923043400747,F,23/09/2012,04:34:00,Field Joint,125.344,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,879.507,20120923042009235@DVR-1_Ch2.mpg,878.71,20120923042008438@DVR-1_Ch3.mpg,879.507,20120923043447945,F,23/09/2012,04:34:47,Field Joint,125.35700000000001,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,933.986,20120923042009235@DVR-1_Ch2.mpg,933.189,20120923042008438@DVR-1_Ch3.mpg,933.986,20120923043542424,F,23/09/2012,04:35:42,Field Joint,125.37,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,974.507,20120923042009235@DVR-1_Ch2.mpg,973.71,20120923042008438@DVR-1_Ch3.mpg,974.507,20120923043622945,F,23/09/2012,04:36:22,Field Joint,125.382,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1011.946,20120923042009235@DVR-1_Ch2.mpg,1011.149,20120923042008438@DVR-1_Ch3.mpg,1011.946,20120923043700384,F,23/09/2012,04:37:00,Field Joint,125.39399999999999,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1051.385,20120923042009235@DVR-1_Ch2.mpg,1050.588,20120923042008438@DVR-1_Ch3.mpg,1051.385,20120923043739823,F,23/09/2012,04:37:39,Field Joint,125.40700000000001,FJ,-,-,Field Joint intact  Wrap beginning to break up 20% loose,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1070.183,20120923042009235@DVR-1_Ch2.mpg,1069.386,20120923042008438@DVR-1_Ch3.mpg,1070.183,20120923043758621,F,23/09/2012,04:37:58,Anode,125.413,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,None,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1089.822,20120923042009235@DVR-1_Ch2.mpg,1089.025,20120923042008438@DVR-1_Ch3.mpg,1089.822,20120923043818260,F,23/09/2012,04:38:18,Field Joint,125.419,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1128.061,20120923042009235@DVR-1_Ch2.mpg,1127.264,20120923042008438@DVR-1_Ch3.mpg,1128.061,20120923043856499,F,23/09/2012,04:38:56,Field Joint,125.432,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1169.3,20120923042009235@DVR-1_Ch2.mpg,1168.503,20120923042008438@DVR-1_Ch3.mpg,1169.3,20120923043937738,F,23/09/2012,04:39:37,Field Joint,125.445,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1210.86,20120923042009235@DVR-1_Ch2.mpg,1210.063,20120923042008438@DVR-1_Ch3.mpg,1210.86,20120923044019298,F,23/09/2012,04:40:19,Field Joint,125.45700000000001,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1251.02,20120923042009235@DVR-1_Ch2.mpg,1250.223,20120923042008438@DVR-1_Ch3.mpg,1251.02,20120923044059458,F,23/09/2012,04:40:59,Field Joint,125.469,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1292.579,20120923042009235@DVR-1_Ch2.mpg,1291.782,20120923042008438@DVR-1_Ch3.mpg,1292.579,20120923044141017,F,23/09/2012,04:41:41,Field Joint,125.48200000000001,FJ,-,-,Field Joint intact  Bitumen Mastic/Polyurethane Foam Insulation filling partially missing  At 12 o clock position  No other damage observed,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1331.858,20120923042009235@DVR-1_Ch2.mpg,1331.061,20120923042008438@DVR-1_Ch3.mpg,1331.858,20120923044220296,F,23/09/2012,04:42:20,Field Joint,125.492,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1374.378,20120923042009235@DVR-1_Ch2.mpg,1373.581,20120923042008438@DVR-1_Ch3.mpg,1374.378,20120923044302816,F,23/09/2012,04:43:02,Field Joint,125.505,FJ,-,-,Field Joint intact  Bitumen Mastic/Polyurethane Foam Insulation filling partially missing  At 1 o clock position  No other damage observed,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1412.818,20120923042009235@DVR-1_Ch2.mpg,1412.021,20120923042008438@DVR-1_Ch3.mpg,1412.818,20120923044341256,F,23/09/2012,04:43:41,Field Joint,125.51700000000001,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1452.936,20120923042009235@DVR-1_Ch2.mpg,1452.139,20120923042008438@DVR-1_Ch3.mpg,1452.936,20120923044421374,F,23/09/2012,04:44:21,Field Joint,125.53,FJ,-,-,Field Joint intact  Bitumen Mastic/Polyurethane Foam Insulation filling partially missing  At 12 o clock position  No other damage observed,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1492.376,20120923042009235@DVR-1_Ch2.mpg,1491.579,20120923042008438@DVR-1_Ch3.mpg,1492.376,20120923044500814,F,23/09/2012,04:45:00,Field Joint,125.542,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1537.216,20120923042009235@DVR-1_Ch2.mpg,1536.419,20120923042008438@DVR-1_Ch3.mpg,1537.216,20120923044545654,F,23/09/2012,04:45:45,Field Joint,125.554,FJ,-,-,Field Joint intact  Bitumen Mastic/Polyurethane Foam Insulation filling partially missing  At 12 o clock position  No other damage observed,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120923042008438,20120923042008438@DVR-1_Ch1.mpg,1576.735,20120923042009235@DVR-1_Ch2.mpg,1575.938,20120923042008438@DVR-1_Ch3.mpg,1576.735,20120923044625173,F,23/09/2012,04:46:25,Field Joint,125.565,FJ,-,-,Field Joint intact  Wrap beginning to loosen,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
