folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,541.157,20121007011737719@DVR-1_Ch2.mpg,540.36,20121007011738360@DVR-1_Ch3.mpg,539.719,20121007012638079,F,07/10/2012,01:26:38,Field Joint,145.833,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,544.276,20121007011737719@DVR-1_Ch2.mpg,543.479,20121007011738360@DVR-1_Ch3.mpg,542.838,20121007012641198,F,07/10/2012,01:26:41.198,Field Joint.End,-,FJE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,572.037,20121007011737719@DVR-1_Ch2.mpg,571.24,20121007011738360@DVR-1_Ch3.mpg,570.599,20121007012708959,F,07/10/2012,01:27:08,Field Joint,145.846,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,602.237,20121007011737719@DVR-1_Ch2.mpg,601.44,20121007011738360@DVR-1_Ch3.mpg,600.799,20121007012739159,F,07/10/2012,01:27:39,Field Joint,145.858,FJ,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,677.476,20121007011737719@DVR-1_Ch2.mpg,676.679,20121007011738360@DVR-1_Ch3.mpg,676.038,20121007012854398,F,07/10/2012,01:28:54,Field Joint,145.889,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,723.435,20121007011737719@DVR-1_Ch2.mpg,722.638,20121007011738360@DVR-1_Ch3.mpg,721.997,20121007012940357,F,07/10/2012,01:29:40,Field Joint,145.908,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,740.731,20121007011737719@DVR-1_Ch2.mpg,739.934,20121007011738360@DVR-1_Ch3.mpg,739.293,20121007012957653,F,07/10/2012,01:29:57,Exposure End,145.914,EXE,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,763.385,20121007011737719@DVR-1_Ch2.mpg,762.588,20121007011738360@DVR-1_Ch3.mpg,761.947,20121007013020307,F,07/10/2012,01:30:20,Exposure Start,145.924,EXS,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,784.364,20121007011737719@DVR-1_Ch2.mpg,783.567,20121007011738360@DVR-1_Ch3.mpg,782.926,20121007013041286,F,07/10/2012,01:30:41,Field Joint,145.932,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,826.279,20121007011737719@DVR-1_Ch2.mpg,825.482,20121007011738360@DVR-1_Ch3.mpg,824.841,20121007013123201,F,07/10/2012,01:31:23,Exposure End,145.949,EXE,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,837.733,20121007011737719@DVR-1_Ch2.mpg,836.936,20121007011738360@DVR-1_Ch3.mpg,836.295,20121007013134655,F,07/10/2012,01:31:34,Exposure Start,145.952,EXS,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0.,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,848.019,20121007011737719@DVR-1_Ch2.mpg,847.222,20121007011738360@DVR-1_Ch3.mpg,846.581,20121007013144941,F,07/10/2012,01:31:44.941,Anode.Start,,ANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,849.779,20121007011737719@DVR-1_Ch2.mpg,848.982,20121007011738360@DVR-1_Ch3.mpg,848.341,20121007013146701,F,07/10/2012,01:31:46,Anode,145.956,AN,-,-,Anode observed,Bracelet,Active,0.,Light,Light,-,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0.00,0.00,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,0.00,0.00,DB0,0.00,0.00,None,No Record
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,852.419,20121007011737719@DVR-1_Ch2.mpg,851.622,20121007011738360@DVR-1_Ch3.mpg,850.981,20121007013149341,F,07/10/2012,01:31:49.341,Anode.End,,ANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,871.548,20121007011737719@DVR-1_Ch2.mpg,870.751,20121007011738360@DVR-1_Ch3.mpg,870.11,20121007013208470,F,07/10/2012,01:32:08,Field Joint,145.962,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1051.015,20121007011737719@DVR-1_Ch2.mpg,1050.218,20121007011738360@DVR-1_Ch3.mpg,1049.577,20121007013507937,F,07/10/2012,01:35:07,Field Joint,146.032,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1066.094,20121007011737719@DVR-1_Ch2.mpg,1065.297,20121007011738360@DVR-1_Ch3.mpg,1064.656,20121007013523016,F,07/10/2012,01:35:23,Field Joint,146.038,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1080.004,20121007011737719@DVR-1_Ch2.mpg,1079.207,20121007011738360@DVR-1_Ch3.mpg,1078.566,20121007013536926,F,07/10/2012,01:35:36,Field Joint,146.043,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1115.243,20121007011737719@DVR-1_Ch2.mpg,1114.446,20121007011738360@DVR-1_Ch3.mpg,1113.805,20121007013612165,F,07/10/2012,01:36:12,Field Joint,146.057,FJ,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1175.308,20121007011737719@DVR-1_Ch2.mpg,1174.511,20121007011738360@DVR-1_Ch3.mpg,1173.87,20121007013712230,F,07/10/2012,01:37:12,Field Joint,146.080,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1204.163,20121007011737719@DVR-1_Ch2.mpg,1203.366,20121007011738360@DVR-1_Ch3.mpg,1202.725,20121007013741085,F,07/10/2012,01:37:41,Field Joint,146.092,FJ,-,-,-,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1232.316,20121007011737719@DVR-1_Ch2.mpg,1231.519,20121007011738360@DVR-1_Ch3.mpg,1230.878,20121007013809238,F,07/10/2012,01:38:09,Field Joint,146.105,FJ,-,-,Field joint wrap missing from joint. No other damage observed.,Not Recorded,Not Recorded,0.,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1244.229,20121007011737719@DVR-1_Ch2.mpg,1243.432,20121007011738360@DVR-1_Ch3.mpg,1242.791,20121007013821151,F,07/10/2012,01:38:21.151,Anode.Start,,ANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1245.549,20121007011737719@DVR-1_Ch2.mpg,1244.752,20121007011738360@DVR-1_Ch3.mpg,1244.111,20121007013822471,F,07/10/2012,01:38:22,Anode,146.111,AN,-,-,Anode observed,Bracelet,Active,Not Recorded,Light,Light,-,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,-,0.00,0.00,Not Recorded,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,0.00,0.00,DB0,0.00,0.00,None,No Record
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1247.549,20121007011737719@DVR-1_Ch2.mpg,1246.752,20121007011738360@DVR-1_Ch3.mpg,1246.111,20121007013824471,F,07/10/2012,01:38:24.471,Anode.End,,ANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1321.202,20121007011737719@DVR-1_Ch2.mpg,1320.405,20121007011738360@DVR-1_Ch3.mpg,1319.764,20121007013938124,F,07/10/2012,01:39:38,Field Joint,146.142,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1353.94,20121007011737719@DVR-1_Ch2.mpg,1353.143,20121007011738360@DVR-1_Ch3.mpg,1352.502,20121007014010862,F,07/10/2012,01:40:10,Field Joint,146.154,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1368.407,20121007011737719@DVR-1_Ch2.mpg,1367.61,20121007011738360@DVR-1_Ch3.mpg,1366.969,20121007014025329,F,07/10/2012,01:40:25,Field Joint,146.159,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1435.082,20121007011737719@DVR-1_Ch2.mpg,1434.285,20121007011738360@DVR-1_Ch3.mpg,1433.644,20121007014132004,F,07/10/2012,01:41:32,Field Joint,146.186,FJ,-,-,Field joint wrap missing from joint. No other damage observed. Sediment  and marine growth obscuring close observation.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1579.415,20121007011737719@DVR-1_Ch2.mpg,1578.618,20121007011738360@DVR-1_Ch3.mpg,1577.977,20121007014356337,F,07/10/2012,01:43:56,Exposure End,146.240,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1600.594,20121007011737719@DVR-1_Ch2.mpg,1599.797,20121007011738360@DVR-1_Ch3.mpg,1599.156,20121007014417516,F,07/10/2012,01:44:17,Exposure Start,146.248,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1608.468,20121007011737719@DVR-1_Ch2.mpg,1607.671,20121007011738360@DVR-1_Ch3.mpg,1607.03,20121007014425390,F,07/10/2012,01:44:25,Exposure End,146.251,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1661.402,20121007011737719@DVR-1_Ch2.mpg,1660.605,20121007011738360@DVR-1_Ch3.mpg,1659.964,20121007014518324,F,07/10/2012,01:45:18,Rock Dump Start,146.272,RKS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1683.084,20121007011737719@DVR-1_Ch2.mpg,1682.287,20121007011738360@DVR-1_Ch3.mpg,1681.646,20121007014540006,F,07/10/2012,01:45:40,Exposure Start,146.280,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1687.884,20121007011737719@DVR-1_Ch2.mpg,1687.087,20121007011738360@DVR-1_Ch3.mpg,1686.446,20121007014544806,F,07/10/2012,01:45:44,Exposure End,146.282,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1714.141,20121007011737719@DVR-1_Ch2.mpg,1713.344,20121007011738360@DVR-1_Ch3.mpg,1712.703,20121007014611063,F,07/10/2012,01:46:11,Exposure Start,146.292,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
DATA_20121007011736922,20121007011736922@DVR-1_Ch1.mpg,1719.719,20121007011737719@DVR-1_Ch2.mpg,1718.922,20121007011738360@DVR-1_Ch3.mpg,1718.281,20121007014616641,F,07/10/2012,01:46:16,Rock Dump End,146.295,RKE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.00,0.00,0,0.00,0.00,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.00,DB0,FT0,0.00,None,No Record,Not Recorded
